Sample_ID,UBA4717,RUG841,Phoenicibacter,Bariatricus,SIG333,Butyribacter,Gemella,RUG14243,Eubacterium_Q,UBA7173,UMGS1264,Pseudodesulfovibrio,Actinomarina,Copromorpha,RUG760,Frisingicoccus,Ligilactobacillus,Choladousia,UBA3633,CAG-603,SIG598,NK4A144,RUG11462,Nodosilinea,Faecalibacterium,Butyrivibrio_A,HGM12619,Firm-04,Avoscillospira,RUG762,Desulfovibrio,Coprobacter,XBB1006,SIG452,Erysipelatoclostridium,SIG351,UMGS1994,HUN007,CAJFUR01,JAGTTR01,UBA5436,Gemmiger,Longibaculum,Limivivens,RGIG7179,Azospirillum,Ventricola,Parasutterella,RGIG426,UMGS1601,UBA11774,Clostridium_A,Ventrenecus,RGIG4708,QXXE01,RGIG5472,SFDP01,MGBC163016,Exiguobacterium_A,Ventrisoma,SIG607,Scatosoma,UMGS1590,UBA3857,OLB17,Falcatimonas,UMGS1312,UBA738,CAG-1000,Acetivibrio,CAG-83,Fibrobacter,CAG-1782,UBA5905,RGIG1588,UBA3774,Pelethousia,UBA3305,Saccharibacillus,Faecalibaculum,UBA1436,Bacillus_D,UMGS1851,Group
ID.50,0,4.68664E-07,6.24885E-07,3.49545E-05,0,6.65893E-05,1.80045E-05,0,1.874654067741562e-5,5.83096E-05,0,0,3.90553E-07,4.99908E-06,0,2.85104E-05,5.70207E-06,9.84193E-06,7.81106E-07,2.421428170832851e-6,0,1.21071E-06,0,0,7.47518E-05,5.8582939616923816e-6,1.56221E-06,3.358755204703632e-6,0,0,1.87465E-06,0.000156456,0,0,0.013851194,0,9.76382E-07,2.69482E-06,0,8.20161E-07,0,0.000594812,4.68664E-06,7.04557E-05,0,9.37327E-07,1.79654E-06,3.40953E-05,5.46774E-07,1.79654E-06,1.04278E-05,6.522233944017518e-6,4.68664E-07,0,0,0,8.1235E-06,0,0,1.36694E-06,0,0,0,0,1.5505E-05,6.20979E-06,0,0,1.288824671572324e-6,0,5.959837723695049e-5,2.53859E-06,8.592164477148826e-7,5.07719E-07,0,0,4.68664E-07,0,5.46774E-07,0,9.76382E-07,6.639399823251366e-7,4.06175E-06,IBD
ID.51,0,1.79455E-06,8.49419E-06,0.02327778,7.29782E-06,0.000449594,2.3688E-05,2.87127E-06,3.720692962913425e-5,5.57506E-05,8.86506E-05,0,1.316E-06,5.15633E-05,0,0.000125858,4.18728E-06,0.000376257,1.316E-06,5.490115757816625e-4,0,1.99793E-05,2.03382E-06,0,0.183874852,7.08247663679983e-5,0,1.5792008717188813e-5,7.77637E-06,2.75164E-06,1.01691E-05,3.07466E-05,5.14437E-06,0,0.000321942,3.82837E-06,4.18728E-06,5.62291E-06,2.632E-06,4.01978E-05,3.46946E-06,0.001474519,5.62291E-06,0.000433921,1.316E-06,3.23018E-06,2.97895E-05,6.34073E-06,0,6.93891E-06,8.24295E-05,4.66582075735124e-6,3.58909E-06,4.78546E-06,6.10146E-06,0,2.81146E-05,1.316E-06,0,1.24422E-05,0,5.74255E-06,1.62706E-05,1.19636E-06,2.03382E-06,8.69757E-05,0,6.69964E-06,2.888023412370742e-4,0,3.6955693126815336e-4,6.10146E-06,7.417458639891715e-6,1.67491E-05,0,0,8.8531E-06,2.15346E-06,0,0,0,0,2.75164E-06,IBD
ID.52,1.88844E-06,2.43924E-06,3.38346E-05,0.000255923,1.25896E-06,0.000362266,1.77041E-06,1.77041E-06,2.163837770079411e-5,0.000209223,0.000128925,2.16384E-06,3.93425E-07,0.00152822,2.95069E-06,0.000298374,1.49502E-06,0.000255333,1.45567E-06,3.800485974357657e-5,2.28187E-06,8.34061E-06,1.80976E-06,9.4422E-07,0.045276889,2.9585563692722134e-5,1.21175E-05,2.6713560834253095e-5,2.40383E-05,1.55009E-05,1.08585E-05,4.75651E-05,3.54083E-06,4.7211E-07,0.00127395,5.38992E-06,1.21962E-06,7.08165E-06,0.000273863,2.36448E-05,7.08165E-07,0.037769159,9.52089E-06,0.000119995,1.5737E-06,6.68823E-06,7.03051E-05,0.00515737,2.08515E-06,6.68823E-06,2.26219E-05,1.820377702210443e-4,0,1.20388E-05,2.47858E-05,1.96713E-06,2.1481E-05,3.80442E-05,7.475075933001603e-7,1.63271E-05,6.2948E-07,0.005026792,8.5688E-05,2.95069E-06,1.49502E-06,1.75861E-05,9.51695E-05,3.41493E-05,1.3376451669581815e-6,5.90138E-07,0.004887401,7.27836E-06,8.025871001749089e-6,4.8824E-05,4.7211E-07,1.33765E-06,2.40383E-05,1.21962E-06,2.36055E-06,6.68823E-07,1.77041E-06,1.2196176522265773e-6,3.97753E-05,IBD
ID.53,0,6.12466E-06,1.10445E-06,0.000564372,1.60647E-05,0.000508949,9.6388E-06,7.2291E-06,1.2982262694930983e-4,1.90768E-06,1.18477E-05,0,0,2.25909E-05,9.73921E-06,0.001744322,6.22506E-06,0.000418485,4.51819E-06,1.9930233139549885e-4,0,6.1849E-05,0,0,0.000547404,3.534227740615395e-5,1.50606E-06,2.0884073012727336e-5,5.42183E-06,3.91576E-06,4.01617E-06,0,7.93193E-06,1.90768E-06,0.017321029,0,1.50606E-06,1.22493E-05,3.11253E-06,0.000380231,2.5101E-06,9.13678E-05,0.010232794,0.000339266,1.10445E-06,3.81536E-06,1.76711E-05,1.90768E-06,0,2.07837E-05,6.96805E-05,3.815359492709802e-6,0,0,1.4659E-05,0,0.000104019,0,3.1125301124737856e-6,3.04225E-05,1.30525E-06,1.24501E-05,3.91576E-06,2.71091E-06,2.5101E-06,1.94784E-05,4.91981E-06,9.03638E-06,7.429910591066456e-6,3.41374E-06,1.9829828942373313e-4,4.21698E-06,6.225060224947571e-6,9.33759E-06,3.01213E-06,2.4097E-06,2.00808E-06,4.01617E-06,2.20889E-06,2.10849E-06,0,1.3052545632954585e-6,3.91576E-06,IBD
ID.54,3.76749E-06,0,1.16194E-06,0.010276797,1.69009E-06,0.000928563,2.15486E-05,2.28866E-06,4.130155022358293e-5,3.7182E-05,8.16876E-06,8.80255E-07,4.22522E-07,0.000734907,8.83776E-06,0.000128588,1.16546E-05,0.005050303,8.80255E-07,4.3928230229277126e-4,7.39414E-07,3.03512E-05,3.52102E-07,8.80255E-07,0.153428851,2.1675391575138664e-4,8.45045E-07,1.2957349089751507e-5,4.04917E-06,3.30976E-06,2.35908E-06,1.69361E-05,3.27455E-06,1.44362E-06,0.003000014,4.33085E-06,1.05631E-06,3.69707E-06,7.9575E-06,0.00010225,1.83093E-06,0.034088778,9.92927E-06,0.000580475,7.74624E-07,2.32387E-06,0.00120359,1.61967E-06,0,8.48566E-06,0.000206367,2.8520252072550874e-6,1.97177E-06,3.87312E-07,6.79557E-06,0,3.12666E-05,3.69707E-06,1.126726007804479e-6,2.35908E-05,4.57732E-07,2.71118E-06,0.00017665,1.79572E-06,3.87312E-07,5.49279E-05,0,1.59854E-05,4.5984505193520296e-5,1.47883E-06,0.001569388,1.61967E-06,2.359082578840628e-6,1.71122E-05,3.52102E-07,5.98573E-07,4.47169E-06,9.50675E-07,7.39414E-07,9.08423E-06,3.87312E-07,1.091515820060589e-6,1.35207E-05,IBD
ID.55,0,3.92152E-06,0,0.000165124,0,8.22118E-05,0.000113864,2.80109E-06,2.9831556745083046e-5,9.5517E-05,4.34168E-06,1.68065E-06,0,2.75907E-05,0,2.43694E-05,2.81509E-05,5.81225E-05,2.94114E-06,1.4565642729993599e-5,0,2.01678E-05,0,0,0.000303498,9.803797991341846e-6,0,2.661030883364215e-6,0,0,0.000144816,3.97754E-05,2.52098E-06,0,0.002448569,0,1.96076E-06,0,0,1.44256E-05,1.68065E-06,0.00010364,6.16239E-06,7.10075E-05,0,1.40054E-06,5.74222E-06,5.84026E-05,0,0,1.19046E-05,2.7310580118737998e-5,0,0,2.80109E-06,0,1.42855E-05,0,0,7.56293E-06,0,0,1.49858E-05,0,0,1.27449E-05,3.64141E-06,0,5.32206176672843e-6,0,2.0517948653308291e-4,0,0,0,0,0,0,0,0,0,2.66103E-06,0,7.56293E-06,IBD
ID.56,2.26153E-05,2.85159E-07,3.19158E-06,0.002979655,6.27349E-06,0.000192438,7.5238E-06,2.65417E-06,3.416419672685499e-5,0.000224299,0.000222051,3.16965E-06,8.99346E-07,0.000651631,2.99417E-06,0.000357052,4.71608E-06,0.00200517,2.9832E-06,5.46188442053733e-5,1.62321E-06,2.69365E-05,1.12967E-06,8.66444E-07,0.009557267,2.8790053421507012e-5,6.61349E-06,1.19108563869549e-5,1.5607E-05,1.25799E-05,1.4565E-05,2.5412E-05,4.14577E-06,1.21741E-06,0.004120235,3.32319E-06,7.45799E-07,2.68707E-06,0.000106858,0.000189872,1.67805E-06,0.008458923,6.99735E-06,0.000351557,1.96321E-06,3.97029E-06,0.000192021,0.003563572,1.16257E-06,7.74315E-06,0.00020674,0.003991727,8.55476E-07,2.25933E-06,3.62919E-05,1.63418E-06,3.26178E-05,9.96958E-06,1.5135342370163687e-6,0.000164537,1.5574E-06,0.000139157,7.58303E-05,2.85159E-06,2.6432E-06,2.37559E-05,4.32125E-06,1.00025E-05,2.8647474109324312e-5,1.22838E-06,0.011978559624962887,1.01889E-05,2.6322334556806413e-6,9.83468E-05,9.21282E-07,1.53547E-06,2.33172E-05,2.02901E-06,9.21282E-07,5.48382E-07,2.28127E-06,2.5773952586872944e-6,5.50575E-06,Healthy
ID.57,0,0,0,0.000155487,0,4.54445E-05,8.31564E-05,0,5.472378052813683e-6,1.71309E-05,3.80687E-06,0,0,2.77188E-05,0,2.18895E-05,4.54445E-05,1.85585E-05,0,9.16028500144899e-6,0,2.97412E-06,0,0,0.001200949,1.5822310457048255e-5,0,7.613743377827732e-6,1.54654E-06,0,2.12947E-05,4.63962E-06,0,0,7.82788E-05,0,1.78447E-06,0,0,3.44998E-06,0,0.000223178,3.33101E-06,1.53465E-05,0,0,1.29672E-05,4.08049E-05,0,0,1.03499E-05,1.015958881978888e-4,0,1.66551E-06,1.66551E-06,0,2.0224E-06,0,0,3.33101E-06,0,0,2.14137E-06,0,0,6.66203E-06,0,7.01892E-06,7.613743377827732e-6,0,5.628221862578594e-4,2.26033E-06,0,0,0,0,0,0,0,0,4.52066E-06,0,1.30861E-06,IBD
ID.58,7.74903E-07,1.46069E-05,0,0.00059404,1.976E-06,0.00027048,0.000865334,3.33208E-06,3.626544070879409e-5,3.59167E-05,2.97563E-05,6.58667E-07,5.42432E-07,0.000609112,2.67341E-06,6.55568E-05,2.01087E-05,0.000473814,4.84314E-06,1.231320198424654e-4,5.03687E-07,1.6118E-05,1.39482E-06,2.55718E-06,0.000805434,2.0341192705253095e-5,4.76565E-06,6.935378084267246e-6,3.952E-06,2.20847E-06,2.41382E-05,1.54593E-05,3.71953E-06,4.64942E-07,0.001881735,2.32471E-06,5.81177E-07,1.89851E-06,6.09461E-05,4.30846E-05,1.58855E-06,0.00030721,0.00011608,0.000804426,1.08486E-06,2.7509E-06,1.89851E-05,4.08761E-05,3.87451E-07,9.99624E-06,0.000214493,3.002360043295357e-4,7.36157E-07,2.44094E-06,6.08299E-06,3.87451E-07,3.33208E-05,3.09961E-06,0,1.60017E-05,7.36157E-07,1.04224E-05,1.06937E-05,5.03687E-07,4.64942E-07,0.00018741,4.33945E-06,3.13836E-06,1.5498051584954739e-6,0,2.767564561783293e-4,4.33945E-06,6.857887826342472e-6,7.20659E-06,4.64942E-07,6.58667E-07,9.06636E-06,1.23984E-06,5.42432E-07,0,1.35608E-06,6.586671923605765e-7,4.30071E-06,IBD
ID.59,5.16167E-06,8.5039E-07,1.72056E-06,0.007348709,8.40502E-07,0.00062039,4.02452E-06,2.1062E-06,4.878868252076033e-5,5.93098E-05,0.00110976,1.53268E-06,4.25195E-07,0.00179471,2.00732E-06,7.31138E-05,6.88223E-06,0.000786008,2.26441E-06,9.520418226791253e-5,1.18659E-06,1.15495E-05,3.8762E-06,1.4338E-06,0.020514791,6.641945287635735e-5,5.95273E-06,1.5326805412885794e-5,1.83625E-05,1.17176E-05,7.63374E-06,0.000247563,4.99357E-06,1.10749E-06,0.00017609,4.64748E-06,3.31257E-06,5.29022E-06,7.86216E-05,0.000205844,6.13072E-07,0.013720883,2.2743E-06,0.001040651,2.2743E-06,4.77603E-06,0.001933828,0.004464778,1.86888E-06,1.00267E-05,0.00264419,0.001125166,3.55977E-07,4.90557E-05,3.60823E-05,1.9381E-06,2.77564E-05,1.4605E-05,6.229604780721323e-7,5.70454E-05,2.76871E-06,0.000401592,7.53683E-05,3.54E-06,1.46346E-06,3.92465E-05,1.22021E-05,7.40829E-05,1.2656974792576657e-5,5.33966E-07,0.013410747,1.35964E-05,4.0541872382472105e-6,0.00012393,3.65866E-07,1.2657E-06,3.53011E-05,1.80955E-06,1.29536E-06,9.49273E-07,7.02067E-07,6.427370011855333e-7,4.35281E-05,Healthy
ID.60,5.50053E-05,5.61517E-07,8.18879E-07,0.003405051,3.59137E-06,0.003857564,5.38121E-06,3.02985E-06,3.7223903946418165e-5,8.75967E-05,5.41981E-05,1.63893E-05,8.53974E-07,0.00277118,1.95361E-06,0.000564383,7.73256E-06,0.000707664,2.28116E-06,9.840587052082641e-5,1.19322E-06,2.20863E-05,1.45059E-05,1.28681E-06,0.066103395,6.321746603596599e-5,2.0004E-06,3.4638585664784474e-5,3.69081E-05,8.36427E-06,1.11251E-05,6.81892E-05,4.44534E-06,4.06047E-05,0.000295159,4.80799E-06,1.3687E-06,5.95442E-06,0.000413253,0.000313666,5.34611E-06,0.032530463,7.24123E-06,0.001729601,2.38645E-06,4.0827E-06,0.002086972,0.005899439,1.39209E-06,9.10945E-05,0.001844081,4.784710544665146e-4,1.3453E-06,5.19403E-06,2.42037E-05,2.58532E-06,3.16555E-05,2.11388E-05,1.2400169133627673e-6,9.57738E-05,3.06495E-06,1.12186E-05,0.000114082,3.10004E-06,2.0589E-06,5.36951E-05,3.91892E-06,1.52779E-05,2.634451027257502e-5,1.20492E-06,0.013575120253857199,3.64986E-06,3.3924991025962503e-6,9.81836E-05,5.26422E-07,1.29851E-06,2.62158E-05,1.25172E-06,1.3804E-06,3.4042E-06,1.09964E-06,4.562326379353578e-7,4.6641E-05,Healthy
ID.61,0,4.79962E-07,0,2.92777E-05,0,4.53782E-06,1.74532E-06,0,5.585013349709058e-6,2.58743E-05,5.23595E-07,0,5.84681E-06,1.39625E-06,0,1.00356E-06,0.000142374,1.65805E-06,0,5.672279183298262e-6,0,4.45056E-06,0,4.79962E-07,0.000198093,6.544937519190303e-7,0,0,0,0,8.72658E-07,0,0,0,1.91549E-05,0,0,4.36329E-07,0,0,0,5.26213E-05,2.25146E-05,1.74532E-06,0,0,1.26535E-06,1.71041E-05,0,1.09082E-06,4.05786E-06,8.901115026098811e-6,0,0,0,0,0,0,0,0,0,1.02974E-05,0,0,0,0,0,0,5.235950015352242e-7,1.26535E-06,7.4175958550823424e-6,1.04719E-06,0,0,0,0,4.79962E-07,0,0,0,0,0,0,IBD
ID.62,3.36166E-06,0,2.31682E-06,0.001376871,3.2708E-06,0.000667925,2.66661E-05,1.68083E-06,7.522841773468154e-5,2.46673E-05,2.86195E-06,2.18053E-06,0,0.002036119,6.35989E-07,0.00015291,6.8596E-06,0.001435018,4.04307E-06,1.3950873844396558e-4,0,3.54337E-05,0,5.45133E-07,0.000321992,4.760832233450861e-5,1.13569E-06,3.043661828637478e-6,5.45133E-06,1.81711E-06,1.25381E-05,5.62396E-05,7.90444E-06,5.90561E-07,0.004808304,3.47977E-05,0,3.63422E-06,1.34921E-05,0.000408032,5.90561E-07,0.000197974,2.86195E-06,0.000306956,9.08556E-07,5.31505E-06,9.44898E-06,0.000244402,0,0,0.000113161,8.335090631617977e-4,0,0,6.76874E-06,0,0.000175351,9.76697E-06,0,6.00555E-05,1.90797E-06,6.95045E-06,4.46555E-05,0,1.09027E-06,4.86986E-05,1.49912E-06,1.49912E-06,5.6103318781601276e-5,0,7.645496802383397e-5,1.99882E-06,0,2.04425E-06,8.177E-07,5.90561E-07,1.24926E-05,2.63481E-06,1.22655E-06,1.86254E-06,1.54454E-06,4.5427788487126536e-7,2.27139E-06,IBD
ID.63,0,6.30785E-07,0,0.046318153,0,0.000192209,9.3266E-06,5.40673E-07,3.631517080678387e-5,8.61472E-05,1.5274E-05,0,1.08135E-06,2.72139E-05,2.13115E-05,7.50634E-05,1.10838E-05,0.000133276,9.01121E-07,4.271312893899642e-5,6.30785E-07,1.39674E-05,5.09133E-06,0,0.000301425,1.995982713077575e-5,7.20897E-07,5.632005398074422e-6,2.29786E-06,5.40673E-06,1.8473E-06,2.67182E-05,5.67706E-06,1.17146E-06,0.002094836,0,0,5.81223E-06,1.66707E-06,2.07258E-05,4.95616E-07,0.000130257,4.37044E-06,8.67329E-05,0,4.37044E-06,4.23527E-06,0.006890916,0,1.30663E-06,9.01121E-06,0.001484371,5.85729E-07,1.1264E-06,2.93765E-05,4.5056E-07,6.84852E-05,7.20897E-07,5.406725182151445e-7,2.44654E-05,1.44179E-06,1.75719E-06,2.82501E-05,0,4.5056E-07,5.99245E-06,0,3.15392E-06,3.5594274115830346e-6,1.62202E-06,2.0131040094877213e-4,2.88359E-06,0,5.00122E-06,5.40673E-07,9.46177E-07,1.21201E-05,3.64954E-06,2.38797E-06,7.65953E-07,1.21651E-06,1.9824659001221964e-6,4.32538E-06,IBD
ID.64,0,1.95373E-06,9.42889E-06,0.07159183,2.4634E-06,0.000468259,2.41668E-05,1.78384E-06,5.788999423053792e-5,4.6295E-05,1.63944E-05,1.78384E-06,1.18923E-06,0.001062152,2.50588E-06,0.001487047,9.59878E-06,0.004191864,1.14676E-06,1.9048908593100703e-4,0,3.29162E-05,3.31285E-06,1.35912E-06,0.020571632,6.587482102095694e-5,3.10049E-06,8.367079136768871e-6,6.07357E-06,3.94994E-06,0.000749427,4.41714E-06,5.98862E-06,1.44406E-06,0.043050406,4.67197E-07,6.37087E-07,3.10049E-06,2.64604E-05,0.000106351,2.08115E-06,0.000618697,2.19158E-05,0.000569896,0,2.03868E-06,4.57004E-05,1.70315E-05,0,1.75836E-05,0.000721692,0.004444023,8.4945E-07,1.01934E-06,8.87675E-06,5.52142E-07,6.4898E-05,2.61206E-05,5.096697951331291e-7,0.000175921,2.37846E-06,2.4634E-05,7.00796E-06,1.35912E-06,2.50588E-06,5.04148E-05,3.56769E-06,6.20098E-06,1.4865369024716268e-6,1.52901E-06,0.009544969,1.74137E-06,8.494496585552153e-7,6.15851E-06,9.76867E-07,1.6989E-06,6.45582E-06,1.65643E-06,9.76867E-07,5.94615E-07,8.91922E-07,7.22032209771933e-7,6.58323E-06,IBD
ID.65,1.71547E-06,2.84641E-06,0,0.000385142,4.0663E-06,0.000754146,1.0979E-05,1.81713E-06,4.880828864111295e-5,3.80834E-05,4.18066E-06,8.51381E-07,2.04586E-06,1.89591E-05,1.32155E-06,0.000662248,4.61271E-06,0.001125208,4.05359E-06,2.822519414986724e-4,4.57459E-07,2.12464E-05,6.07403E-06,4.44751E-07,0.000455959,6.0460775150850145e-5,6.73481E-07,3.3801105906107897e-6,4.39669E-06,4.63812E-06,3.34326E-05,4.96724E-05,4.05359E-06,9.14917E-07,0.000718159,1.20718E-06,3.04972E-07,3.10055E-06,2.82099E-06,8.97254E-05,3.99006E-06,0.000200113,0.000465667,0.00012068,3.30387E-07,1.75359E-06,1.23514E-05,0.007299311,4.44751E-07,3.67238E-06,0.000147403,0.0022425,3.27845E-06,3.55801E-07,1.65066E-05,3.43094E-07,1.92133E-05,1.5884E-06,2.4143647075791357e-7,1.47912E-05,7.24309E-07,8.01823E-06,6.57215E-05,6.35359E-07,1.00387E-06,0.000361252,2.92265E-07,5.17182E-06,1.1064143952048175e-4,1.01657E-06,1.7795138613125377e-4,2.00773E-06,2.7955801877232094e-7,8.45028E-06,4.57459E-07,5.46409E-07,2.09414E-05,1.02928E-06,5.8453E-07,2.6558E-06,7.62431E-07,2.109392323463876e-6,1.26309E-05,IBD
ID.66,3.72942E-06,1.48517E-06,2.57429E-06,0.014305673,1.61718E-06,0.000450038,1.71289E-05,3.79542E-06,4.006646015827836e-5,0.000117757,2.49178E-05,7.09579E-06,6.3037E-06,0.002050683,5.24758E-06,5.3763E-05,3.46539E-06,0.001780416,2.07923E-06,1.0043017978718373e-4,1.15513E-06,1.93402E-05,5.18158E-06,5.61062E-07,0.016351439,5.412602525500536e-5,2.80531E-06,2.4851766473792096e-5,1.30695E-05,5.44561E-06,0.000107427,3.6238E-05,6.53473E-06,6.60073E-07,4.55121E-05,4.98355E-06,3.19476E-05,6.2707E-06,4.35648E-06,7.82187E-05,1.8152E-06,0.023598518,1.15843E-05,0.002689337,1.41916E-06,2.7063E-06,0.001661339,0.000131718,1.15513E-06,9.30704E-06,0.002405638,3.0020141812166386e-4,6.69975E-06,8.87799E-06,2.80531E-05,2.6733E-06,2.47198E-05,8.61396E-06,3.3003673935978877e-7,0.000295086,2.6733E-06,8.25092E-06,4.5182E-05,2.40927E-06,1.51817E-06,3.74922E-05,4.5215E-06,2.28385E-05,1.6303814924373567e-5,1.84821E-06,0.003376342,3.96044E-06,3.4653857632777824e-6,3.26736E-05,4.62051E-07,1.98022E-06,0.00011043,2.47528E-06,5.94066E-06,1.35315E-06,1.18813E-06,6.270698047835987e-7,4.13206E-05,IBD
ID.67,4.41687E-06,1.99345E-06,4.2996E-07,0.004493634,1.99345E-06,0.001012948,5.07353E-05,2.93155E-06,5.796648263057605e-5,5.51522E-05,7.71584E-05,1.75893E-06,2.50159E-06,0.002013544,6.05853E-06,0.001468354,3.20516E-06,0.001157219,8.13016E-06,8.505398934870768e-5,3.20516E-06,1.76675E-05,4.925E-06,7.42659E-07,0.029863097,4.764743245224019e-5,3.90873E-06,2.853373723554991e-5,3.33806E-05,6.72302E-06,1.2078E-05,0.000102448,3.90873E-06,9.38095E-07,0.000230185,8.09107E-06,1.8801E-05,1.31724E-05,5.00318E-05,0.000307422,5.8631E-07,0.015466849,3.4006E-06,0.000561489,1.64167E-06,6.33214E-06,0.004723311,4.2996E-06,7.0748E-06,3.34978E-05,0.002156564,1.8077881467728539e-4,1.32506E-05,8.71647E-06,4.5654E-05,2.97064E-06,2.63448E-05,1.91137E-05,1.2117066497288317e-6,4.1198E-05,1.05536E-06,0.000256335,9.23242E-05,1.37587E-05,1.21171E-06,3.77193E-05,6.41032E-06,4.20189E-05,1.6256412762007133e-4,1.01627E-06,0.009840113,4.57322E-06,6.410319050178336e-6,2.72439E-05,1.75893E-06,2.54068E-06,6.2696E-05,3.83056E-06,7.34841E-06,8.59921E-07,7.03572E-07,1.7198416963893096e-6,8.36859E-05,IBD
ID.68,2.75254E-06,6.59059E-07,5.69892E-06,0.000682204,3.21776E-06,0.000470684,9.4982E-06,3.17899E-06,5.067001303269953e-5,5.50508E-05,0.00060804,3.25653E-06,2.17102E-06,0.002781578,5.2337E-06,7.7769E-05,3.68298E-06,0.00328351,1.43442E-06,1.294081893673688e-4,4.2645E-06,2.64399E-05,4.22573E-06,2.63624E-06,0.089436838,0.003668749,7.05581E-06,3.2448967795232976e-5,0.000175232,1.4887E-05,0.000790018,0.000222336,5.1174E-06,3.68298E-06,5.36164E-05,1.12428E-05,3.87682E-06,8.49023E-06,0.001743017,9.74244E-05,3.02392E-06,0.042394092,1.15529E-05,0.001844551,4.34204E-06,1.03123E-05,0.003285332,1.7058E-06,3.76051E-06,8.529E-06,0.001740575,0.006085209,8.14132E-07,3.2953E-06,0.000141853,5.81523E-06,4.81888E-05,7.86994E-05,1.6670317983214075e-6,2.25243E-05,3.48914E-06,4.40407E-05,0.000166897,5.2337E-06,2.20979E-06,5.17168E-05,5.77646E-06,9.94792E-05,2.4191345166338565e-5,1.20181E-06,0.009259974,1.02348E-05,1.8996408864592783e-6,3.88457E-05,1.8221E-06,3.72175E-06,1.8221E-05,3.10145E-06,2.20979E-06,5.58262E-06,1.27935E-06,1.8608727051029666e-6,0.000199268,IBD
ID.69,0,0,0,0.001812217,0,0.000407322,0.000343907,0,0,0,2.68296E-05,0,0,0.000239027,0,0.000126831,0.024200295,0.000151221,0,0,0,0,0,0,0.015070915,0,0,0,0,0,4.6342E-05,3.41468E-05,0,0,0.000987817,0,0,0,0,4.87811E-05,0,0.002085391,6.82935E-05,0.000112196,0,0,0.000485372,0.000590251,0,0,0.000151221,4.634202856132392e-4,0,0,0,0,0,0,0,0,0,4.3903E-05,0,0,0,0,0,0,0,0,0.001339041,0,0,0,0,0,2.43905E-05,0,0,0,0,0,0,IBD
ID.70,1.32659E-05,2.84544E-06,0,0.000343414,4.30661E-06,0.000170342,1.87261E-05,4.0759E-06,5.217920268486415e-5,3.5145E-05,9.99749E-05,3.1146E-06,6.92134E-07,0.001444214,6.42146E-06,0.000164459,0.00763266,0.000781496,4.92184E-06,9.220761093463833e-5,8.45941E-07,2.60319E-05,7.45966E-06,1.69188E-06,0.000555207,8.632447312271187e-5,2.65318E-06,1.3765773442285457e-5,1.45733E-05,6.30611E-06,1.3189E-05,5.72933E-06,6.88289E-06,1.49962E-06,0.001080075,6.53682E-07,2.23021E-06,5.38326E-06,1.76494E-05,9.98211E-05,2.57628E-06,0.000581277,7.80958E-05,0.000324572,1.26891E-06,6.30611E-06,2.61088E-05,0.00261742,1.26891E-06,6.1523E-06,9.58605E-05,8.201401724874484e-4,3.69138E-06,7.91724E-05,1.15356E-05,1.76879E-06,5.92543E-05,4.12589E-05,9.612970280925598e-7,4.08359E-05,2.80699E-06,1.92259E-05,2.19176E-05,1.53808E-06,2.11485E-06,4.14127E-05,3.1146E-06,1.06512E-05,1.1151045525873694e-6,1.07665E-06,5.885829443605126e-4,5.76778E-06,8.459413847214527e-7,1.47655E-05,1.15356E-06,8.84393E-07,2.87236E-05,2.42247E-06,1.46117E-06,6.53682E-07,9.22845E-07,1.961045937308822e-6,3.07615E-06,IBD
ID.71,6.24274E-07,1.72593E-05,4.14958E-06,0.017567611,1.72593E-06,0.000722285,0.000166094,3.15809E-06,6.61362837827516e-5,0.000304609,7.36643E-05,1.21183E-06,0,2.77251E-05,8.22572E-06,7.68958E-05,9.91493E-06,0.000843577,4.03942E-06,1.2797609604824504e-4,8.07884E-07,3.06261E-05,1.87282E-06,5.14108E-07,0.036763364,8.310183797910431e-5,1.57905E-06,5.5450187957776185e-6,8.26245E-06,2.90104E-06,7.82178E-06,6.42635E-06,6.20601E-06,6.97718E-07,0.001580514,2.46037E-06,0,6.24274E-07,1.30363E-05,0.000102711,8.81327E-07,0.002856162,9.91493E-06,0.001031373,1.06494E-06,4.99419E-06,2.75782E-05,0.000353669,0,1.60842E-05,0.00023649,0.001656528,6.24274E-07,4.40664E-07,1.4799E-05,3.6722E-07,3.66118E-05,2.44201E-05,0,3.31967E-05,9.54771E-07,5.39813E-06,1.546E-05,0,6.60996E-07,0.000120154,3.82276E-05,8.55622E-06,2.86431434483877e-6,1.28527E-06,6.685603456683929e-4,1.79938E-06,0,4.0027E-06,1.54232E-06,1.32199E-06,8.99688E-06,1.02822E-06,8.07884E-07,7.93195E-06,8.81327E-07,1.3587132148594164e-6,4.55353E-06,IBD
